Zipcode,Housing,Transportation,Food,Healthcare,Personal Insurance,Apparel,Services,Entertainment,Other,Monthly Expense,Income Adjustment Factor,City,State
46036,2400,600,500,340,1000,250,300,350,200,5940,1.2,ELWOOD,IN
46037,1800,600,500,340,1000,250,300,350,200,5340,0.9,FISHERS,IN
46038,1600,600,500,340,1000,250,300,350,200,5140,0.8,FISHERS,IN
46039,2000,600,500,340,1000,250,300,350,200,5540,1,FOREST,IN
46039,2200,600,500,340,1000,250,300,350,200,5740,1.1,KOKOMO,IN
46040,2400,600,500,340,1000,250,300,350,200,5940,1.2,FORTVILLE,IN
46041,1800,600,500,340,1000,250,300,350,200,5340,0.9,FRANKFORT,IN
46044,1600,600,500,340,1000,250,300,350,200,5140,0.8,ANDERSON,IN
46044,2000,600,500,340,1000,250,300,350,200,5540,1,FRANKTON,IN
46045,2200,600,500,340,1000,250,300,350,200,5740,1.1,TIPTON,IN
46047,2400,600,500,340,1000,250,300,350,200,5940,1.2,HOBBS,IN
46048,1800,600,500,340,1000,250,300,350,200,5340,0.9,INGALLS,IN
46049,1600,600,500,340,1000,250,300,350,200,5140,0.8,KEMPTON,IN
46050,2000,600,500,340,1000,250,300,350,200,5540,1,KIRKLIN,IN
46051,2200,600,500,340,1000,250,300,350,200,5740,1.1,ANDERSON,IN
46051,2400,600,500,340,1000,250,300,350,200,5940,1.2,LAPEL,IN
46052,1800,600,500,340,1000,250,300,350,200,5340,0.9,LEBANON,IN
46055,1600,600,500,340,1000,250,300,350,200,5140,0.8,MCCORDSVILLE,IN
46056,2000,600,500,340,1000,250,300,350,200,5540,1,MARKLEVILLE,IN
46057,2200,600,500,340,1000,250,300,350,200,5740,1.1,FRANKFORT,IN
46057,2400,600,500,340,1000,250,300,350,200,5940,1.2,MICHIGANTOWN,IN
46058,1800,600,500,340,1000,250,300,350,200,5340,0.9,FRANKFORT,IN
46058,1600,600,500,340,1000,250,300,350,200,5140,0.8,MULBERRY,IN
46060,2000,600,500,340,1000,250,300,350,200,5540,1,NOBLESVILLE,IN
46061,2200,600,500,340,1000,250,300,350,200,5740,1.1,NOBLESVILLE,IN
46062,2400,600,500,340,1000,250,300,350,200,5940,1.2,NOBLESVILLE,IN
46063,1800,600,500,340,1000,250,300,350,200,5340,0.9,ORESTES,IN
46064,1600,600,500,340,1000,250,300,350,200,5140,0.8,PENDLETON,IN
46065,2000,600,500,340,1000,250,300,350,200,5540,1,FRANKFORT,IN
46065,2200,600,500,340,1000,250,300,350,200,5740,1.1,ROSSVILLE,IN
46067,2400,600,500,340,1000,250,300,350,200,5940,1.2,SEDALIA,IN
46068,1800,600,500,340,1000,250,300,350,200,5340,0.9,KOKOMO,IN
46068,1600,600,500,340,1000,250,300,350,200,5140,0.8,SHARPSVILLE,IN
46069,2000,600,500,340,1000,250,300,350,200,5540,1,SHERIDAN,IN
46070,2200,600,500,340,1000,250,300,350,200,5740,1.1,ALEXANDRIA,IN
46070,2400,600,500,340,1000,250,300,350,200,5940,1.2,SUMMITVILLE,IN
46071,1800,600,500,340,1000,250,300,350,200,5340,0.9,THORNTOWN,IN
46072,1600,600,500,340,1000,250,300,350,200,5140,0.8,TIPTON,IN
46074,2000,600,500,340,1000,250,300,350,200,5540,1,WESTFIELD,IN
46075,2200,600,500,340,1000,250,300,350,200,5740,1.1,WHITESTOWN,IN
46076,2400,600,500,340,1000,250,300,350,200,5940,1.2,KOKOMO,IN
46076,1800,600,500,340,1000,250,300,350,200,5340,0.9,WINDFALL,IN
46077,1600,600,500,340,1000,250,300,350,200,5140,0.8,ZIONSVILLE,IN
46082,2000,600,500,340,1000,250,300,350,200,5540,1,CARMEL,IN
46102,2200,600,500,340,1000,250,300,350,200,5740,1.1,ADVANCE,IN
46103,2400,600,500,340,1000,250,300,350,200,5940,1.2,AMO,IN
46104,1800,600,500,340,1000,250,300,350,200,5340,0.9,ARLINGTON,IN
46104,1600,600,500,340,1000,250,300,350,200,5140,0.8,RUSHVILLE,IN
46105,2000,600,500,340,1000,250,300,350,200,5540,1,BAINBRIDGE,IN
46106,2200,600,500,340,1000,250,300,350,200,5740,1.1,BARGERSVILLE,IN
46106,2400,600,500,340,1000,250,300,350,200,5940,1.2,FRANKLIN,IN
46107,1800,600,500,340,1000,250,300,350,200,5340,0.9,BEECH GROVE,IN
46110,1600,600,500,340,1000,250,300,350,200,5140,0.8,FAIRLAND,IN
46111,2000,600,500,340,1000,250,300,350,200,5540,1,BROOKLYN,IN
46112,2200,600,500,340,1000,250,300,350,200,5740,1.1,BROWNSBURG,IN
46113,2400,600,500,340,1000,250,300,350,200,5940,1.2,CAMBY,IN
46115,1800,600,500,340,1000,250,300,350,200,5340,0.9,CARTHAGE,IN
46117,1600,600,500,340,1000,250,300,350,200,5140,0.8,CHARLOTTESVILLE,IN
46117,2000,600,500,340,1000,250,300,350,200,5540,1,KNIGHTSTOWN,IN
46118,2200,600,500,340,1000,250,300,350,200,5740,1.1,CLAYTON,IN
46120,2400,600,500,340,1000,250,300,350,200,5940,1.2,CLOVERDALE,IN
46121,1800,600,500,340,1000,250,300,350,200,5340,0.9,COATESVILLE,IN
46122,1600,600,500,340,1000,250,300,350,200,5140,0.8,DANVILLE,IN
46123,2000,600,500,340,1000,250,300,350,200,5540,1,DANVILLE,IN
46124,2200,600,500,340,1000,250,300,350,200,5740,1.1,EDINBURGH,IN
46125,2400,600,500,340,1000,250,300,350,200,5940,1.2,EMINENCE,IN
46126,1800,600,500,340,1000,250,300,350,200,5340,0.9,FAIRLAND,IN
46127,1600,600,500,340,1000,250,300,350,200,5140,0.8,FALMOUTH,IN
46127,2000,600,500,340,1000,250,300,350,200,5540,1,RUSHVILLE,IN
46128,2200,600,500,340,1000,250,300,350,200,5740,1.1,FILLMORE,IN
46130,2400,600,500,340,1000,250,300,350,200,5940,1.2,FOUNTAINTOWN,IN
46131,1800,600,500,340,1000,250,300,350,200,5340,0.9,FRANKLIN,IN
46133,1600,600,500,340,1000,250,300,350,200,5140,0.8,GLENWOOD,IN
46133,2000,600,500,340,1000,250,300,350,200,5540,1,RUSHVILLE,IN
46135,2200,600,500,340,1000,250,300,350,200,5740,1.1,GREENCASTLE,IN
46140,2400,600,500,340,1000,250,300,350,200,5940,1.2,GREENFIELD,IN
46142,1800,600,500,340,1000,250,300,350,200,5340,0.9,GREENWOOD,IN
46142,1600,600,500,340,1000,250,300,350,200,5140,0.8,GREENWOOD,IN
46143,2000,600,500,340,1000,250,300,350,200,5540,1,GREENWOOD,IN
46144,2200,600,500,340,1000,250,300,350,200,5740,1.1,GWYNNEVILLE,IN
46146,2400,600,500,340,1000,250,300,350,200,5940,1.2,SHELBYVILLE,IN
46147,1800,600,500,340,1000,250,300,350,200,5340,0.9,BROWNSBURG,IN
46148,1600,600,500,340,1000,250,300,350,200,5140,0.8,KNIGHTSTOWN,IN
46149,2000,600,500,340,1000,250,300,350,200,5540,1,BROWNSBURG,IN
46149,2200,600,500,340,1000,250,300,350,200,5740,1.1,LIZTON,IN
46150,2400,600,500,340,1000,250,300,350,200,5940,1.2,MANILLA,IN
46151,1800,600,500,340,1000,250,300,350,200,5340,0.9,MARTINSVILLE,IN
46154,1600,600,500,340,1000,250,300,350,200,5140,0.8,MAXWELL,IN
46155,2000,600,500,340,1000,250,300,350,200,5540,1,RUSHVILLE,IN
46156,2200,600,500,340,1000,250,300,350,200,5740,1.1,MILROY,IN
46156,2400,600,500,340,1000,250,300,350,200,5940,1.2,RUSHVILLE,IN
46157,1800,600,500,340,1000,250,300,350,200,5340,0.9,MONROVIA,IN
46157,1600,600,500,340,1000,250,300,350,200,5140,0.8,MOORESVILLE,IN
46158,2000,600,500,340,1000,250,300,350,200,5540,1,MOORESVILLE,IN
46160,2200,600,500,340,1000,250,300,350,200,5740,1.1,MORGANTOWN,IN
46161,2400,600,500,340,1000,250,300,350,200,5940,1.2,MORRISTOWN,IN
46162,1800,600,500,340,1000,250,300,350,200,5340,0.9,FRANKLIN,IN
46163,1600,600,500,340,1000,250,300,350,200,5140,0.8,NEW PALESTINE,IN
46164,2000,600,500,340,1000,250,300,350,200,5540,1,EDINBURGH,IN
46164,2200,600,500,340,1000,250,300,350,200,5740,1.1,NINEVEH,IN
46165,2400,600,500,340,1000,250,300,350,200,5940,1.2,NORTH SALEM,IN
46166,1800,600,500,340,1000,250,300,350,200,5340,0.9,PARAGON,IN
46167,1600,600,500,340,1000,250,300,350,200,5140,0.8,BROWNSBURG,IN
46167,2000,600,500,340,1000,250,300,350,200,5540,1,PITTSBORO,IN
46168,2200,600,500,340,1000,250,300,350,200,5740,1.1,PLAINFIELD,IN
46170,2400,600,500,340,1000,250,300,350,200,5940,1.2,GREENCASTLE,IN
46171,1800,600,500,340,1000,250,300,350,200,5340,0.9,REELSVILLE,IN
46172,1600,600,500,340,1000,250,300,350,200,5140,0.8,ROACHDALE,IN
46173,2000,600,500,340,1000,250,300,350,200,5540,1,RUSHVILLE,IN
46175,2200,600,500,340,1000,250,300,350,200,5740,1.1,RUSSELLVILLE,IN
46176,2400,600,500,340,1000,250,300,350,200,5940,1.2,SHELBYVILLE,IN
46180,1800,600,500,340,1000,250,300,350,200,5340,0.9,CLAYTON,IN
46180,1600,600,500,340,1000,250,300,350,200,5140,0.8,STILESVILLE,IN
46181,2000,600,500,340,1000,250,300,350,200,5540,1,TRAFALGAR,IN
46182,2200,600,500,340,1000,250,300,350,200,5740,1.1,WALDRON,IN
46183,2400,600,500,340,1000,250,300,350,200,5940,1.2,WEST NEWTON,IN
46184,1800,600,500,340,1000,250,300,350,200,5340,0.9,WHITELAND,IN
46186,1600,600,500,340,1000,250,300,350,200,5140,0.8,KNIGHTSTOWN,IN
46186,2000,600,500,340,1000,250,300,350,200,5540,1,WILKINSON,IN
46201,2200,600,500,340,1000,250,300,350,200,5740,1.1,INDIANAPOLIS,IN
46202,2400,600,500,340,1000,250,300,350,200,5940,1.2,INDIANAPOLIS,IN
46203,1800,600,500,340,1000,250,300,350,200,5340,0.9,INDIANAPOLIS,IN
46204,1600,600,500,340,1000,250,300,350,200,5140,0.8,INDIANAPOLIS,IN
46205,2000,600,500,340,1000,250,300,350,200,5540,1,INDIANAPOLIS,IN
46206,2200,600,500,340,1000,250,300,350,200,5740,1.1,INDIANAPOLIS,IN
46207,2400,600,500,340,1000,250,300,350,200,5940,1.2,INDIANAPOLIS,IN
46208,1800,600,500,340,1000,250,300,350,200,5340,0.9,INDIANAPOLIS,IN
46214,1600,600,500,340,1000,250,300,350,200,5140,0.8,INDIANAPOLIS,IN
46216,2000,600,500,340,1000,250,300,350,200,5540,1,INDIANAPOLIS,IN
46217,2200,600,500,340,1000,250,300,350,200,5740,1.1,INDIANAPOLIS,IN
46218,2400,600,500,340,1000,250,300,350,200,5940,1.2,INDIANAPOLIS,IN
46219,1800,600,500,340,1000,250,300,350,200,5340,0.9,INDIANAPOLIS,IN
46220,1600,600,500,340,1000,250,300,350,200,5140,0.8,INDIANAPOLIS,IN
46221,2000,600,500,340,1000,250,300,350,200,5540,1,INDIANAPOLIS,IN
46222,2200,600,500,340,1000,250,300,350,200,5740,1.1,INDIANAPOLIS,IN
46224,2400,600,500,340,1000,250,300,350,200,5940,1.2,INDIANAPOLIS,IN
46225,1800,600,500,340,1000,250,300,350,200,5340,0.9,INDIANAPOLIS,IN
46226,1600,600,500,340,1000,250,300,350,200,5140,0.8,INDIANAPOLIS,IN
46227,2000,600,500,340,1000,250,300,350,200,5540,1,INDIANAPOLIS,IN
46228,2200,600,500,340,1000,250,300,350,200,5740,1.1,INDIANAPOLIS,IN
46229,2400,600,500,340,1000,250,300,350,200,5940,1.2,INDIANAPOLIS,IN
46230,1800,600,500,340,1000,250,300,350,200,5340,0.9,INDIANAPOLIS,IN
46231,1600,600,500,340,1000,250,300,350,200,5140,0.8,INDIANAPOLIS,IN
46234,2000,600,500,340,1000,250,300,350,200,5540,1,INDIANAPOLIS,IN
46235,2200,600,500,340,1000,250,300,350,200,5740,1.1,INDIANAPOLIS,IN
46236,2400,600,500,340,1000,250,300,350,200,5940,1.2,INDIANAPOLIS,IN
46237,1800,600,500,340,1000,250,300,350,200,5340,0.9,INDIANAPOLIS,IN
46239,1600,600,500,340,1000,250,300,350,200,5140,0.8,INDIANAPOLIS,IN
46240,2000,600,500,340,1000,250,300,350,200,5540,1,INDIANAPOLIS,IN
46241,2200,600,500,340,1000,250,300,350,200,5740,1.1,INDIANAPOLIS,IN
46242,2400,600,500,340,1000,250,300,350,200,5940,1.2,INDIANAPOLIS,IN
46244,1800,600,500,340,1000,250,300,350,200,5340,0.9,INDIANAPOLIS,IN
46247,1600,600,500,340,1000,250,300,350,200,5140,0.8,INDIANAPOLIS,IN
46250,2000,600,500,340,1000,250,300,350,200,5540,1,INDIANAPOLIS,IN
46251,2200,600,500,340,1000,250,300,350,200,5740,1.1,INDIANAPOLIS,IN
46253,2400,600,500,340,1000,250,300,350,200,5940,1.2,INDIANAPOLIS,IN
46254,1800,600,500,340,1000,250,300,350,200,5340,0.9,INDIANAPOLIS,IN
46256,1600,600,500,340,1000,250,300,350,200,5140,0.8,INDIANAPOLIS,IN
46259,2000,600,500,340,1000,250,300,350,200,5540,1,INDIANAPOLIS,IN
46260,2200,600,500,340,1000,250,300,350,200,5740,1.1,INDIANAPOLIS,IN
46268,2400,600,500,340,1000,250,300,350,200,5940,1.2,INDIANAPOLIS,IN
46278,1800,600,500,340,1000,250,300,350,200,5340,0.9,INDIANAPOLIS,IN
46280,1600,600,500,340,1000,250,300,350,200,5140,0.8,INDIANAPOLIS,IN
46282,2000,600,500,340,1000,250,300,350,200,5540,1,INDIANAPOLIS,IN
46290,2200,600,500,340,1000,250,300,350,200,5740,1.1,INDIANAPOLIS,IN
46301,2400,600,500,340,1000,250,300,350,200,5940,1.2,BEVERLY SHORES,IN
46302,1800,600,500,340,1000,250,300,350,200,5340,0.9,BOONE GROVE,IN
46303,1600,600,500,340,1000,250,300,350,200,5140,0.8,CEDAR LAKE,IN
46304,2000,600,500,340,1000,250,300,350,200,5540,1,CHESTERTON,IN
46307,2200,600,500,340,1000,250,300,350,200,5740,1.1,CROWN POINT,IN
46308,2400,600,500,340,1000,250,300,350,200,5940,1.2,CROWN POINT,IN
46310,1800,600,500,340,1000,250,300,350,200,5340,0.9,DEMOTTE,IN
46311,1600,600,500,340,1000,250,300,350,200,5140,0.8,DYER,IN
46311,2000,600,500,340,1000,250,300,350,200,5540,1,SCHERERVILLE,IN
46312,2200,600,500,340,1000,250,300,350,200,5740,1.1,EAST CHICAGO,IN
46312,2400,600,500,340,1000,250,300,350,200,5940,1.2,EAST CHICAGO,IN
46319,1800,600,500,340,1000,250,300,350,200,5340,0.9,GRIFFITH,IN
46320,1600,600,500,340,1000,250,300,350,200,5140,0.8,HAMMOND,IN
46321,2000,600,500,340,1000,250,300,350,200,5540,1,MUNSTER,IN
46321,2200,600,500,340,1000,250,300,350,200,5740,1.1,MUNSTER,IN
46322,2400,600,500,340,1000,250,300,350,200,5940,1.2,HIGHLAND,IN
46323,1800,600,500,340,1000,250,300,350,200,5340,0.9,HAMMOND,IN
46324,1600,600,500,340,1000,250,300,350,200,5140,0.8,HAMMOND,IN
46324,2000,600,500,340,1000,250,300,350,200,5540,1,HAMMOND,IN
46325,2200,600,500,340,1000,250,300,350,200,5740,1.1,HAMMOND,IN
46327,2400,600,500,340,1000,250,300,350,200,5940,1.2,HAMMOND,IN
46340,1800,600,500,340,1000,250,300,350,200,5340,0.9,HANNA,IN
46340,1600,600,500,340,1000,250,300,350,200,5140,0.8,UNION MILLS,IN
46341,2000,600,500,340,1000,250,300,350,200,5540,1,HEBRON,IN
46342,2200,600,500,340,1000,250,300,350,200,5740,1.1,HOBART,IN
46345,2400,600,500,340,1000,250,300,350,200,5940,1.2,KINGSBURY,IN
46346,1800,600,500,340,1000,250,300,350,200,5340,0.9,KINGSFORD HEIGHTS,IN
46347,1600,600,500,340,1000,250,300,350,200,5140,0.8,KOUTS,IN
46347,2000,600,500,340,1000,250,300,350,200,5540,1,WHEATFIELD,IN
46348,2200,600,500,340,1000,250,300,350,200,5740,1.1,LA CROSSE,IN
46348,2400,600,500,340,1000,250,300,350,200,5940,1.2,SAN PIERRE,IN
46349,1800,600,500,340,1000,250,300,350,200,5340,0.9,LAKE VILLAGE,IN
46350,1600,600,500,340,1000,250,300,350,200,5140,0.8,LA PORTE,IN
46352,2000,600,500,340,1000,250,300,350,200,5540,1,LA PORTE,IN
46356,2200,600,500,340,1000,250,300,350,200,5740,1.1,LOWELL,IN
46360,2400,600,500,340,1000,250,300,350,200,5940,1.2,MICHIGAN CITY,IN
46361,1800,600,500,340,1000,250,300,350,200,5340,0.9,MICHIGAN CITY,IN
46361,1600,600,500,340,1000,250,300,350,200,5140,0.8,MICHIGAN CITY,IN
46365,2000,600,500,340,1000,250,300,350,200,5540,1,MILL CREEK,IN
46366,2200,600,500,340,1000,250,300,350,200,5740,1.1,NORTH JUDSON,IN
46368,2400,600,500,340,1000,250,300,350,200,5940,1.2,PORTAGE,IN
46371,1800,600,500,340,1000,250,300,350,200,5340,0.9,ROLLING PRAIRIE,IN
46372,1600,600,500,340,1000,250,300,350,200,5140,0.8,ROSELAWN,IN
46373,2000,600,500,340,1000,250,300,350,200,5540,1,SAINT JOHN,IN
46374,2200,600,500,340,1000,250,300,350,200,5740,1.1,LA CROSSE,IN
46375,2400,600,500,340,1000,250,300,350,200,5940,1.2,SCHERERVILLE,IN
46376,1800,600,500,340,1000,250,300,350,200,5340,0.9,SCHNEIDER,IN
46377,1600,600,500,340,1000,250,300,350,200,5140,0.8,SHELBY,IN
46379,2000,600,500,340,1000,250,300,350,200,5540,1,SUMAVA RESORTS,IN
46381,2200,600,500,340,1000,250,300,350,200,5740,1.1,DEMOTTE,IN
46382,2400,600,500,340,1000,250,300,350,200,5940,1.2,UNION MILLS,IN
46383,1800,600,500,340,1000,250,300,350,200,5340,0.9,VALPARAISO,IN
46384,1600,600,500,340,1000,250,300,350,200,5140,0.8,VALPARAISO,IN
46384,2000,600,500,340,1000,250,300,350,200,5540,1,VALPARAISO,IN
46385,2200,600,500,340,1000,250,300,350,200,5740,1.1,VALPARAISO,IN
46390,2400,600,500,340,1000,250,300,350,200,5940,1.2,WANATAH,IN
46391,1800,600,500,340,1000,250,300,350,200,5340,0.9,WESTVILLE,IN
46392,1600,600,500,340,1000,250,300,350,200,5140,0.8,WHEATFIELD,IN
46393,2000,600,500,340,1000,250,300,350,200,5540,1,HOBART,IN
46394,2200,600,500,340,1000,250,300,350,200,5740,1.1,WHITING,IN
46401,2400,600,500,340,1000,250,300,350,200,5940,1.2,GARY,IN
46402,1800,600,500,340,1000,250,300,350,200,5340,0.9,GARY,IN
46403,1600,600,500,340,1000,250,300,350,200,5140,0.8,GARY,IN
46403,2000,600,500,340,1000,250,300,350,200,5540,1,GARY,IN
46404,2200,600,500,340,1000,250,300,350,200,5740,1.1,GARY,IN
46404,2400,600,500,340,1000,250,300,350,200,5940,1.2,GARY,IN
46405,1800,600,500,340,1000,250,300,350,200,5340,0.9,GARY,IN
46405,1600,600,500,340,1000,250,300,350,200,5140,0.8,LAKE STATION,IN
46406,2000,600,500,340,1000,250,300,350,200,5540,1,GARY,IN
46406,2200,600,500,340,1000,250,300,350,200,5740,1.1,GARY,IN
46407,2400,600,500,340,1000,250,300,350,200,5940,1.2,GARY,IN
46407,1800,600,500,340,1000,250,300,350,200,5340,0.9,GARY,IN
46408,1600,600,500,340,1000,250,300,350,200,5140,0.8,GARY,IN
46409,2000,600,500,340,1000,250,300,350,200,5540,1,GARY,IN
46409,2200,600,500,340,1000,250,300,350,200,5740,1.1,GARY,IN
46410,2400,600,500,340,1000,250,300,350,200,5940,1.2,MERRILLVILLE,IN
46411,1800,600,500,340,1000,250,300,350,200,5340,0.9,MERRILLVILLE,IN
46501,1600,600,500,340,1000,250,300,350,200,5140,0.8,ARGOS,IN
46502,2000,600,500,340,1000,250,300,350,200,5540,1,ATWOOD,IN
46504,2200,600,500,340,1000,250,300,350,200,5740,1.1,BOURBON,IN
46506,2400,600,500,340,1000,250,300,350,200,5940,1.2,BREMEN,IN
46507,1800,600,500,340,1000,250,300,350,200,5340,0.9,BRISTOL,IN
46507,1600,600,500,340,1000,250,300,350,200,5140,0.8,ELKHART,IN
46508,2000,600,500,340,1000,250,300,350,200,5540,1,BURKET,IN
46510,2200,600,500,340,1000,250,300,350,200,5740,1.1,CLAYPOOL,IN
46510,2400,600,500,340,1000,250,300,350,200,5940,1.2,WARSAW,IN
46511,1800,600,500,340,1000,250,300,350,200,5340,0.9,CULVER,IN
46513,1600,600,500,340,1000,250,300,350,200,5140,0.8,DONALDSON,IN
46514,2000,600,500,340,1000,250,300,350,200,5540,1,ELKHART,IN
46515,2200,600,500,340,1000,250,300,350,200,5740,1.1,ELKHART,IN
46516,2400,600,500,340,1000,250,300,350,200,5940,1.2,ELKHART,IN
46517,1800,600,500,340,1000,250,300,350,200,5340,0.9,ELKHART,IN
46524,1600,600,500,340,1000,250,300,350,200,5140,0.8,BOURBON,IN
46524,2000,600,500,340,1000,250,300,350,200,5540,1,ETNA GREEN,IN
46526,2200,600,500,340,1000,250,300,350,200,5740,1.1,GOSHEN,IN
46527,2400,600,500,340,1000,250,300,350,200,5940,1.2,GOSHEN,IN
46528,1800,600,500,340,1000,250,300,350,200,5340,0.9,GOSHEN,IN
46530,1600,600,500,340,1000,250,300,350,200,5140,0.8,GRANGER,IN
46531,2000,600,500,340,1000,250,300,350,200,5540,1,GROVERTOWN,IN
46532,2200,600,500,340,1000,250,300,350,200,5740,1.1,HAMLET,IN
46534,2400,600,500,340,1000,250,300,350,200,5940,1.2,KNOX,IN
46536,1800,600,500,340,1000,250,300,350,200,5340,0.9,SOUTH BEND,IN
46536,1600,600,500,340,1000,250,300,350,200,5140,0.8,LAKEVILLE,IN
46537,2000,600,500,340,1000,250,300,350,200,5540,1,LAPAZ,IN
46538,2200,600,500,340,1000,250,300,350,200,5740,1.1,LEESBURG,IN
46538,2400,600,500,340,1000,250,300,350,200,5940,1.2,NORTH WEBSTER,IN
46539,1800,600,500,340,1000,250,300,350,200,5340,0.9,BOURBON,IN
46539,1600,600,500,340,1000,250,300,350,200,5140,0.8,MENTONE,IN
46540,2000,600,500,340,1000,250,300,350,200,5540,1,MIDDLEBURY,IN
46542,2200,600,500,340,1000,250,300,350,200,5740,1.1,MILFORD,IN
46543,2400,600,500,340,1000,250,300,350,200,5940,1.2,MILLERSBURG,IN
46543,1800,600,500,340,1000,250,300,350,200,5340,0.9,SYRACUSE,IN
46544,1600,600,500,340,1000,250,300,350,200,5140,0.8,MISHAWAKA,IN
46545,2000,600,500,340,1000,250,300,350,200,5540,1,MISHAWAKA,IN
46546,2200,600,500,340,1000,250,300,350,200,5740,1.1,MISHAWAKA,IN
46550,2400,600,500,340,1000,250,300,350,200,5940,1.2,NAPPANEE,IN
46552,1800,600,500,340,1000,250,300,350,200,5340,0.9,NEW CARLISLE,IN
46553,1600,600,500,340,1000,250,300,350,200,5140,0.8,NEW PARIS,IN
46554,2000,600,500,340,1000,250,300,350,200,5540,1,NORTH LIBERTY,IN
46555,2200,600,500,340,1000,250,300,350,200,5740,1.1,NORTH WEBSTER,IN
46556,2400,600,500,340,1000,250,300,350,200,5940,1.2,NOTRE DAME,IN
46561,1800,600,500,340,1000,250,300,350,200,5340,0.9,MISHAWAKA,IN
46561,1600,600,500,340,1000,250,300,350,200,5140,0.8,OSCEOLA,IN
46562,2000,600,500,340,1000,250,300,350,200,5540,1,PIERCETON,IN
46563,2200,600,500,340,1000,250,300,350,200,5740,1.1,PLYMOUTH,IN
46565,2400,600,500,340,1000,250,300,350,200,5940,1.2,SHIPSHEWANA,IN
46567,1800,600,500,340,1000,250,300,350,200,5340,0.9,SYRACUSE,IN
46570,1600,600,500,340,1000,250,300,350,200,5140,0.8,ARGOS,IN
46570,2000,600,500,340,1000,250,300,350,200,5540,1,TIPPECANOE,IN
46571,2200,600,500,340,1000,250,300,350,200,5740,1.1,TOPEKA,IN
46572,2400,600,500,340,1000,250,300,350,200,5940,1.2,PLYMOUTH,IN
46573,1800,600,500,340,1000,250,300,350,200,5340,0.9,NAPPANEE,IN
46573,1600,600,500,340,1000,250,300,350,200,5140,0.8,WAKARUSA,IN
46574,2000,600,500,340,1000,250,300,350,200,5540,1,WALKERTON,IN
46580,2200,600,500,340,1000,250,300,350,200,5740,1.1,WARSAW,IN
46581,2400,600,500,340,1000,250,300,350,200,5940,1.2,WARSAW,IN
46582,1800,600,500,340,1000,250,300,350,200,5340,0.9,WARSAW,IN
46590,1600,600,500,340,1000,250,300,350,200,5140,0.8,WARSAW,IN
46590,2000,600,500,340,1000,250,300,350,200,5540,1,WINONA LAKE,IN
46595,2200,600,500,340,1000,250,300,350,200,5740,1.1,WYATT,IN
46601,2400,600,500,340,1000,250,300,350,200,5940,1.2,SOUTH BEND,IN
46613,1800,600,500,340,1000,250,300,350,200,5340,0.9,SOUTH BEND,IN
46614,1600,600,500,340,1000,250,300,350,200,5140,0.8,SOUTH BEND,IN
46615,2000,600,500,340,1000,250,300,350,200,5540,1,SOUTH BEND,IN
46616,2200,600,500,340,1000,250,300,350,200,5740,1.1,SOUTH BEND,IN
46617,2400,600,500,340,1000,250,300,350,200,5940,1.2,SOUTH BEND,IN
46619,1800,600,500,340,1000,250,300,350,200,5340,0.9,SOUTH BEND,IN
46624,1600,600,500,340,1000,250,300,350,200,5140,0.8,SOUTH BEND,IN
46628,2000,600,500,340,1000,250,300,350,200,5540,1,SOUTH BEND,IN
46634,2200,600,500,340,1000,250,300,350,200,5740,1.1,SOUTH BEND,IN
46635,2400,600,500,340,1000,250,300,350,200,5940,1.2,SOUTH BEND,IN
46637,1800,600,500,340,1000,250,300,350,200,5340,0.9,SOUTH BEND,IN
46660,1600,600,500,340,1000,250,300,350,200,5140,0.8,SOUTH BEND,IN
46680,2000,600,500,340,1000,250,300,350,200,5540,1,SOUTH BEND,IN
46701,2200,600,500,340,1000,250,300,350,200,5740,1.1,ALBION,IN
46702,2400,600,500,340,1000,250,300,350,200,5940,1.2,ANDREWS,IN
46702,1800,600,500,340,1000,250,300,350,200,5340,0.9,HUNTINGTON,IN
46703,1600,600,500,340,1000,250,300,350,200,5140,0.8,ANGOLA,IN
46704,2000,600,500,340,1000,250,300,350,200,5540,1,ARCOLA,IN
46705,2200,600,500,340,1000,250,300,350,200,5740,1.1,ASHLEY,IN
46705,2400,600,500,340,1000,250,300,350,200,5940,1.2,HUDSON,IN
46706,1800,600,500,340,1000,250,300,350,200,5340,0.9,AUBURN,IN
46710,1600,600,500,340,1000,250,300,350,200,5140,0.8,AVILLA,IN
46711,2000,600,500,340,1000,250,300,350,200,5540,1,BERNE,IN
46713,2200,600,500,340,1000,250,300,350,200,5740,1.1,HUNTINGTON,IN
46714,2400,600,500,340,1000,250,300,350,200,5940,1.2,BLUFFTON,IN
46721,1800,600,500,340,1000,250,300,350,200,5340,0.9,BUTLER,IN
46723,1600,600,500,340,1000,250,300,350,200,5140,0.8,CHURUBUSCO,IN
46725,2000,600,500,340,1000,250,300,350,200,5540,1,COLUMBIA CITY,IN
46730,2200,600,500,340,1000,250,300,350,200,5740,1.1,CORUNNA,IN
46731,2400,600,500,340,1000,250,300,350,200,5940,1.2,CRAIGVILLE,IN
46731,1800,600,500,340,1000,250,300,350,200,5340,0.9,OSSIAN,IN
46732,1600,600,500,340,1000,250,300,350,200,5140,0.8,CROMWELL,IN
46733,2000,600,500,340,1000,250,300,350,200,5540,1,DECATUR,IN
46737,2200,600,500,340,1000,250,300,350,200,5740,1.1,FREMONT,IN
46738,2400,600,500,340,1000,250,300,350,200,5940,1.2,GARRETT,IN
